"name","x","y","z"
"Byeia Eurk ND-V b44-2",-1674.8125,173.46875,6307.34375
"Prieleae CP-R d4-77",-9310.625,190.46875,8319.65625
"Kyloall MN-T e3-7919",-8560.625,-786.6875,21414.15625
"Eord Flyuae HG-F c27-184",-7106.28125,-380.5625,18044.28125
"Blu Thua NX-C b15-0",10.09375,531.1875,1819.125
"Swoilz ZL-P b25-0",1121.28125,-138.09375,770.75
"Floalt DN-H d11-2189",-4398.6875,-151.78125,15258.03125
"Greae Hypai MK-M d8-164",1264.90625,-284.0625,13777.375
"Hegeia IH-M b50-0",-1381.96875,340.4375,-2541.3125
"Lychoitl XT-Z c13-13",1917.34375,-1260.5,18771.03125
"Preae Aewsy PV-B c27-40",-4631.875,186.90625,9063
"Prooe Drye YG-S d5-1",-2293.65625,-87.59375,702.46875
"Eord Flyuae MH-D c28-216",-7161.59375,-398.90625,18069.09375
"Dryuae Aoscs YG-J d10-1583",-8335.3125,1150.5625,19034.75
"Trigneia JR-U d3-18",-23436.875,-505.15625,40235.46875
"Aucoks RB-O c22-6",719.25,-374.6875,2492.8125
"Blu Thua NS-C b15-0",-33.15625,502.96875,1815.21875
"Gria Hypue PU-S b36-20",1206.1875,-287.65625,13805.84375
"Synuefe KV-Y d1",918.125,-1049.34375,-943.75
"Prooe Drye YG-S d5-0",-2290.21875,-97.75,702.09375
"Preae Aewsy MP-D c26-37",-4601.6875,192.6875,9022
"Swoilz ER-G c13-12",1143.4375,-148.84375,786.28125
"Floalt KI-Q d6-74",-4346,-183.15625,14929.3125
"Synuefai ZO-Y c14-0",-503.5625,-1105.375,-386.40625
"NGC 752 Sector PN-T d3-0",-852.65625,-731.375,-1064.8125
"Prooe Drye GI-H d11-52",-1796.75,-217.75,1188.1875
"NGC 1528 Sector MK-V a16-0",-1257.6875,-39.25,-2169.375
"Oochost FZ-I b15-0",-1203.1875,-119.03125,-2021.25
"Oochost PL-X b20-0",-1146,-221.34375,-1897.5
"Oochost OR-N c9-0",-1147.53125,-184.78125,-1942.46875
"Oochost OV-G b16-0",-1171.90625,-160.78125,-1988.3125
"Oochost XI-T c6-3",-1222.1875,-76.84375,-2060.65625
"Hegeia UT-T b58-0",-1368.21875,59.46875,-2350.3125
"NGC 1528 Sector VK-O b6-1",-1272.5625,-17.59375,-2224.5625
"Outopps PD-T b3-0",-1319.875,-3.375,-2260.5625
"Hegeia LH-X b56-0",-1396.8125,72.09375,-2403.84375
"Hegeia KM-B c27-1",-1395.5,115.0625,-2447.15625
"Hegeia WT-K b50-0",-1422,179.5625,-2541.34375
"Hegeia GG-F d11-6",-1428.96875,202.4375,-2596.6875
"Hegeia EL-F d11-2",-1438.59375,222.84375,-2653.21875
"Hegeia IL-Z b42-0",-1463.3125,235.875,-2702.9375
"Hegeia WY-I d9-12",-1497.84375,257.4375,-2749.875
"Hegeia LW-T c17-0",-1538.875,266.3125,-2859.4375
"Hegeia HQ-I b38-0",-1520.53125,276.1875,-2803.875
"Hegeia CK-X c15-4",-1556.875,270.28125,-2917.90625
"Hegeia XD-Z c14-4",-1588.25,263.09375,-2968.40625
"Hegeia LA-C b28-0",-1601.09375,275.625,-3024.96875
"Bleia Eohn IR-B b47-10",-89.28125,-47.15625,2514.8125
"Hegeia YH-H b25-0",-1619.875,284,-3077.9375
"Hegeia EK-G c11-3",-1649.40625,300.6875,-3126.34375
"Hegeia AI-Q b20-0",-1662.3125,299.03125,-3184.71875
"Aucoks AY-Y a82-1",262.8125,-27.78125,2377.40625
"Hegeia MP-V b17-0",-1685.34375,312.96875,-3240.21875
"Hegeia ZB-B b15-0",-1681.0625,315.3125,-3300.28125
"Hegeia NE-G b12-0",-1709.53125,307.78125,-3352.9375
"Hegeia LF-Y c1-0",-1783.125,351.625,-3509.28125
"Bleae Thua HA-O b7-2",-866.5625,202.8125,1658.1875
"Dryuae Aoscs YG-J d10-1379",-8308.59375,1154.375,19093.78125
"Hegeia LD-A b2-0",-1801.03125,363.8125,-3565.875
"Hegeia AY-B c2",-1803.3125,382.8125,-3614.8125
"Gludgoi LH-A b57-1",-1800.78125,391.09375,-3675.375
"Eord Flyuae SQ-B d14-1259",-7219.5625,-408.28125,18092.90625
"Gludgoi CA-E b55-0",-1766.375,397.34375,-3724.28125
"Gludgoi SH-J b52-0",-1741.625,398.0625,-3780.59375
"Flyae Dryoae JU-R c20-3",7188.3125,-317.71875,-156.75
"Gludgoi HP-O b49-1",-1723.9375,398.3125,-3838.25
"Prooe Drye WN-K c11-8",-2287.625,-95.34375,711.90625
"Gludgoi YV-J c23-4",-1707.875,413.90625,-3895.875
"Gludgoi TO-H d10-1",-1682.90625,404.46875,-3947.4375
"Synuefe JV-Y d1",857.90625,-1019.25,-936.90625
"Gludgoi ES-C b42-0",-1659.53125,396.34375,-4004.0625
"Gludgoi KX-Q c19-4",-1634.96875,377.15625,-4055
"Gludgoi DL-U c17-3",-1609.15625,386.25,-4108.96875
"Gludgoi CV-Q b34-0",-1584.375,397.625,-4164.90625
"Gludgoi RC-W b31-1",-1547.34375,412.375,-4210.0625
"Gludgoi LQ-Z b29-0",-1519.5,400.96875,-4263.75
"Gludgoi MG-D c13-4",-1489.40625,414.1875,-4315.96875
"Gludgoi CK-Q d5-24",-1458.40625,408.5625,-4365.125
"Gludgoi HY-N b22-0",-1443.9375,419.5,-4423.40625
"Gludgoi VF-T b19-1",-1429.40625,415.375,-4481.25
"Gludgoi KN-Y b16-0",-1419.53125,420.75,-4539.96875
"Blu Thua IE-O c7-4",-38.96875,488.78125,1816.40625
"Gludgoi KU-P c6-6",-1394.625,418.75,-4595.21875
"Phylur TU-O d6-25",-2331.375,482.59375,2066.71875
"Floalt ZP-V d3-505",-4228.1875,-159.40625,14616.21875
"Phae Aim HH-Y c13",12634.1875,3.5,-4856.03125
"Dryuae Aoscs DN-H d11-985",-8278.375,1169.1875,19149.21875
"Blaa Dryou RJ-Y d1-17",4039.8125,-503.625,4287.25
"Outordy FI-R b5-0",-3879.09375,175.375,-2220.625
"Nuekuae DP-L a1",-6251,-685.53125,13019.46875
"Gludgoi HO-R c5-1",-1369.25,436.375,-4646.96875
"Gludgaa YG-T c4-6",-1344.53125,430.90625,-4703.28125
"Gludgaa JA-S b6-1",-1323.96875,436.34375,-4759.40625
"Eord Flyuae TL-B d14-137",-7273.71875,-427.1875,18119.75
"Gludgaa NO-Y c1-2",-1298.53125,447.75,-4814.1875
"Aucoks CY-Y a82-1",275.71875,-34.46875,2378.28125
"Prooe Drye YG-S d5-62",-2284.84375,-98.3125,714.9375
"Outoppy RO-M b48-0",4680.125,-3.34375,-1304.03125
"Swoilz JY-L b27-6",1161.09375,-140.75,809.5625
"Preae Aewsy ED-H c24-41",-4590.6875,187.84375,8972.5
"Gludgaa MP-C b1-2",-1296.40625,440.34375,-4873.75
"Gludgaa KA-S b6-0",-1287.6875,444.09375,-4757.75
"Gludgaa YS-M b9-0",-1264.21875,436,-4701.71875
"Bleia Eohn RY-B a95-7",-88.375,-41.53125,2511.4375
"Gludgaa MG-H b12-0",-1262.375,420.5,-4642
"Gludgaa ZY-B b15-1",-1244.53125,416.25,-4582.8125
"Gludgaa LR-W b17-2",-1231.875,424.34375,-4524.46875
"Gludgaa LD-S d4-22",-1208.4375,427.34375,-4476.09375
"Gludgaa PJ-Q d5-27",-1202.4375,433.4375,-4424.625
"Gludgaa QJ-Q d5-26",-1177.0625,415.875,-4371.3125
"Gludgaa UP-O d6-2",-1178.0625,420.59375,-4314.1875
"Gludgaa YV-M d7-8",-1164.8125,402.71875,-4262.6875
"Gludgaa DH-U b32-0",-1163.65625,400.03125,-4200.53125
"Gludgaa RU-O b35-0",-1164.84375,379,-4144.0625
"Gludgaa NQ-S c18-0",-1142.125,380.71875,-4100.875
"Gludgaa NZ-F b40-0",-1119.71875,375,-4043.8125
"Gludgaa XX-O c20-0",-1111.65625,353.3125,-3988.1875
"Floalt IW-C d2311",-4188.34375,-66.125,14295.1875
"Gludgaa GK-L c22-2",-1088.90625,352.25,-3932.78125
"Gludgaa UG-T b46-1",-1086.09375,352.875,-3895.78125
"Gludgaa GZ-N b49-0",-1085.3125,345.53125,-3833.78125
"Gludgaa WI-E c26-3",-1066.9375,343.09375,-3775.125
"Gludgaa HK-D b55-0",-1044.28125,339.8125,-3722.84375
"Gludgaa TC-Y b57-0",-1040.03125,336.625,-3663.15625
"Ploi Thua KR-B b1-0",-1022.46875,335.65625,-3603.28125
"Ploi Thua WT-Z c3",-1009.53125,329.34375,-3549.90625
"Ploi Thua EG-W c2-3",-995.4375,320.46875,-3490.8125
"Ploi Thua WE-N b8-0",-977.9375,298.46875,-3436.90625
"Prooe Drye TB-V b22-4",-2277.1875,-96.59375,712.90625
"Prooe Drye UQ-S a58-0",-1856.8125,-43.96875,838
"Flyua Drye SO-K c11-3",-7822.625,-73.53125,-584.4375
"Ploi Thua KS-H b11-0",-982.84375,293.9375,-3375.03125
"Ploi Thua XK-C b14-0",-959.9375,280.59375,-3321
"Ploi Thua JD-X b16-0",-962.625,275.75,-3262.125
"Ploi Thua ST-R d4-4",-962,283.71875,-3202.96875
"Ploi Thua HO-M b22-0",-951.40625,293.5625,-3143.125
"Ploi Thua WZ-P d5-14",-959.1875,290.5,-3083.9375
"Ploi Thua AR-C c13-0",-916.25,274.5,-3042.0625
"Ploi Thua QL-Y b29-0",-904.25,279.9375,-2983.25
"Ploi Thua NJ-X c15-1",-895.53125,258,-2937
"Ploi Thua PG-P b34-0",-883.03125,235.0625,-2880.75
"Ploi Thua OY-I d9-2",-844.59375,220.5,-2780.96875
"Ploi Thua AZ-A b42-0",-821.4375,218.28125,-2724
"Ploi Thua ZW-I c23-0",-820.8125,201.1875,-2615.78125
"Aucoks ZR-A a82-4",286.78125,-30.96875,2369.28125
"Ploi Thua JR-M b49-0",-803.78125,197.34375,-2560.03125
"Ploi Thua XE-H b52-0",-803.03125,180.15625,-2504.96875
"Ploi Thua JD-A d14-4",-769.96875,219.0625,-2401.375
"Outopps BP-A d3",-747.90625,220.71875,-2344.78125
"Outopps RR-V c2-0",-727.8125,180.375,-2208.71875
"Dryoea Flyuae LX-B d75",-7332.4375,-441.53125,18138.9375
"Outopps KL-O c6-1",-672.28125,166.4375,-2027.90625
"Gria Hypue IN-V c18-64",1151.40625,-303.5625,13838.6875
"Outott ED-V b3-0",-3931.9375,195.59375,-2248.1875
"Outopps ZP-T b31-0",-642.75,139.25,-1662.40625
"Outopps RT-P c19-0",-581.65625,135.84375,-1499.875
"Outopps ZU-G d10-8",-574.625,130.125,-1450.0625
"Outopps FN-W b43-0",-557.375,119.96875,-1391.9375
"Bleae Thua DZ-A c5",-816,182.84375,1526.90625
"Outopps BT-T b58-1",-478.15625,69.46875,-1071.84375
"Prooe Drye UW-Q a59-4",-1898.6875,-41.0625,854.125
"Boeft DR-U c19-894",160,-99.90625,16453.8125
"Swoilz CG-A c3-4",832.03125,-143.875,351.1875
"Prooe Drye WN-K c11-12",-2275.75,-93,702.875
"Dryoea Flyuae SZ-D c124",-7390.3125,-457.40625,18159.03125
"Blu Thua WB-S c5-4",-30,558.96875,1758.0625
"Blaa Eork KT-V b49-0",1618.40625,-121.15625,2559.34375
"Myriesly PI-B d13-1775",-387.9375,-16.03125,25679.09375
"Prooe Drye IO-F d12-45",-1961.25,-232.90625,1323.75
"Pyramoe ZY-P b7-1",-114.40625,-877.09375,5500.4375
"Dryoea Flyuae JX-B d4257",-7445.4375,-469.46875,18187.34375
"Swoilz PI-Q d6-81",1184.25,-133.375,829.40625
"Gludgoea GK-R c4-38",-3339.8125,42.34375,-4701.375
"Swoilz EB-C b5-5",870.53125,-146.3125,325.125
"Aucoks LN-Y b19-2",1005.59375,-299.5,1934.5
"Blaa Eork MO-V b49-2",1619.875,-130.34375,2568
"Gru Hypue XR-F b30-30",-4111.65625,-226.75,13662.15625
"Col 173 Sector EF-B b16-0",1685.53125,-161.34375,-352.0625
"Yaimiae FC-B d1-0",36187.34375,-92.3125,16937.625
"Synuefe HZ-Z c0",775.1875,-939.9375,-1022.90625
"Pru Euq YK-W b57-1",-776.90625,162.59375,1470.6875
"Dryoea Flyuae WA-C c1-304",-7501.8125,-483.09375,18212.71875
"Aucoks XL-C a81-2",313.5,-28.6875,2360.4375
"Prooe Drye XO-H c26-11",-2022.3125,-239.9375,1362.0625
"Plio Euq KJ-Q b32-0",-5420.15625,-22.6875,-360.84375
"Phylur TU-O d6-23",-2371.6875,505.53125,2061.5
"Trigneia JR-U d3-19",-23451.71875,-512.40625,40235.71875
"Gludgoea PM-W d1-81",-3337.84375,33.34375,-4707.03125
"Synuefe CU-A d2",743.75,-936.40625,-1049.65625
"Prooe Drye TB-V b22-3",-2274.15625,-97.15625,710.3125
"Praea Euq WN-T c3-6",453.03125,98.1875,391.96875
"Gru Eoq CX-W c4-3",5717.59375,-80.875,2986.9375
"Traikaae BW-E d11-241",-896.59375,28.09375,5065.53125
"Dryoea Flyuae MD-A d1-409",-7559.90625,-494.1875,18235.5625
"Agnaiz AB-W d2-3087",-8834.6875,-678.25,22221.65625
"Aucoks CQ-X e1-3",1014.0625,-296.5625,1940.375
"Slegeae ZT-Y d1-4",3758.21875,-284.625,-3445
"Bleae Aescs MD-T b17-8",-2975.34375,38.8125,12122.71875
"Prooe Drye BB-K b55-3",-2078.125,-241.90625,1407.71875
"Aucoks WC-M c23-2",691.90625,-400.875,2522.1875
"Pru Euq HS-B d13-44",-752.6875,156.28125,1401.34375
"Swoilz YT-F b3-4",950.09375,-138.5,285.78125
"Aucoks PW-R a86-4",245.21875,-31.03125,2416.625
"IC 4665 Sector HC-T b4-1",-654.15625,302.65625,802.71875
"Dryuae Aoscs HT-F d12-711",-8246.03125,1169.6875,19202.875
"Blua Eoq BC-I c11-1",5600.59375,-620.96875,2007.875
"Swoilz HC-F c14-9",1206.34375,-127.15625,852.625
"Dryoea Flyuae NY-Z d1782",-7618.84375,-509.03125,18253.3125
"Plio Euq OB-W c15-0",-5500.875,-23.0625,-379.15625
"Bleae Aescs ML-D a40-1",-3042.59375,36.3125,12169.1875
"Agnaiz MT-Q d5-2957",-8835.6875,-736.90625,22509.5625
"Phylur TU-O d6-20",-2380.9375,499.125,2076.09375
"Blua Eoq MG-L b25-0",5620.875,-582.5625,2035.6875
"Gru Hypue TJ-O d7-220",-4112.15625,-225.5625,13659.21875
"Phae Aim OA-A d88",12623.25,10.71875,-4896.09375
"Dryoea Flyuae MY-Z d2278",-7676.5625,-528.84375,18268.1875
"Prieleae CP-R d4-79",-9311.625,185.75,8321.28125
"Synuefue YM-D b16-0",-1419.53125,-520.875,-722.96875
"Gludgoea GK-R c4-39",-3342.59375,35.96875,-4703.03125
"IC 4665 Sector FR-V c2-4",-691.8125,320.3125,848.5
"IC 1396 Sector JW-N b22-0",-3003.0625,118.28125,-461.9375
"Crookoa ZV-E d11-1811",-6207,35.21875,12733.625
"Crookoa KO-Z d13-2838",-6296.28125,-18.71875,12958.1875
"Stuelou EA-P b39-26",-6619.21875,-125.875,13865.84375
"IC 1396 Sector TI-T b19-0",-3044.0625,137.65625,-522.1875
"Myriesly AL-E c25-8896",-429.96875,-20.90625,25649.40625
"Blua Eaec IK-D d13-857",-7671.09375,-399.75,15462.40625
"Blua Eaec KX-A d1-282",-7073.375,-136.625,14435.65625
"Outopps SU-M b8-0",-1142.75,258.0625,-2164.5
"Myriesly ZK-E c25-1601",-473.84375,-24.03125,25622
"Blu Thua CG-F b14-0",-17.0625,576.1875,1802.15625
"Dryoea Flyuae MY-Z d460",-7736.90625,-540.1875,18283.59375
"Eol Prou EK-P c6-5",-9493.34375,-940.6875,19709.625
"Synuefue YN-P c7-0",-1423.0625,-539.5,-740.25
"Gria Hypue ER-K d9-470",1078.4375,-295.75,13867
"Blu Thua JX-B b16-0",14.03125,597.25,1839.53125
"Gludgoea GK-R c4-36",-3338.8125,35.71875,-4703.65625
"Smoje HD-H b24-1",1560.34375,80.5,3295.875
"Plio Euq OH-U c16-0",-5663.5625,-19.03125,-343
"Aucoks WC-M c23-3",657.375,-411.75,2523.65625
"Dryio Flyuae FF-Y d1-2492",-7794.65625,-556.3125,18302.9375
"Swoilz LR-C d32",990.1875,-131.625,266.9375
"Flyooe Hypue MU-V d3-182",-37.90625,-32.5,6980.09375
"Gludgoea GK-R c4-37",-3342.71875,37.5,-4704.125
"IC 4665 Sector PK-M b8-1",-730.46875,335.96875,893.375
"Dryuae Phyloea AA-A g330",-6036.28125,1875.6875,28519.625
"Gludgoae RY-S d3-85",12824.375,47.125,-4533.15625
"Smoje CR-D c12-4",1562.59375,116.34375,3320.78125
"Swoiwns QK-G b2-1",-137.34375,-261.96875,268.5
"Greou Eop IH-D c15-2",12844.46875,-114.1875,3443.46875
"Outopps CS-Y b15-0",-1064.5,260.96875,-2004.375
"Synuefue RV-G b14-0",-1442.5625,-544.90625,-747.03125
"Dryio Flyuae WA-R b8-4",-7850.84375,-574.9375,18325.125
"Plio Euq AA-N b34-0",-5743.53125,5.15625,-323.40625
"Gludgoae RY-S d3-84",12833.90625,37.125,-4517.375
"Gru Eoq ID-V c5-5",5787.8125,-100.53125,3030.59375
"Byaa Theia JD-A d14-16",3080.15625,280.125,4051.75
"Synuefue QV-G b14-0",-1461.96875,-540.5625,-759.28125
"NGC 6705 Sector SO-W b3-0",-2745.3125,-152.53125,5277.21875
"Riediae TA-C d14-1",21298.875,-247.59375,-4971.8125
"Pyramoe DE-B d28",-139.6875,-816.84375,5411.84375
"Smoje SL-A b28-0",1538.34375,120.5625,3380.53125
"Slegeae XW-T b8-0",3758.21875,-281.3125,-3441.3125
"Dryio Flyuae FA-Y d1-1084",-7906.4375,-589.71875,18351.53125
"IC 4665 Sector XH-H b11-1",-768.40625,358.1875,935.46875
"Agnaiz PF-E d12-1227",-8894.75,-788.625,23024.40625
"Plio Euq VZ-M b34-0",-5825.6875,-1.5625,-309.6875
"Flyua Drye OV-Y b20-1",-8059.84375,-67.75,-605.78125
"Dryuae Phyloea AA-A g241",-6020.34375,1878.125,28504.71875
"Bleae Aescs DF-R d4-367",-3112.625,32.34375,12210.65625
"Blu Thua TJ-Y b17-0",45.875,606.75,1879.15625
"Synuefue TH-R c6-0",-1463.8125,-541.34375,-785
"Flyua Drye EN-M c10-4",-8139.28125,-60.75,-617.3125
"Flyooe Hypue MU-V d3-2",-35.875,-33.78125,6995.4375
"Plaa Eurk CS-W b56-0",-1687.34375,2.3125,165.03125
"Eoch Flya AZ-Z d186",-5313.5,-1834.9375,16990.84375
"Pyramoe NB-D b1-1",-155.21875,-787.625,5368.875
"Plio Euq WF-L b35-0",-5904.3125,-1.78125,-301.375
"Blu Thua DW-U b19-0",81.625,614.375,1918.78125
"Dryuae Phyloea WO-A e445",-6107.25,1875.75,28495.5
"Dryio Flyuae JG-W d2-3126",-7963.03125,-596.90625,18376.5
"Gria Hypue NZ-R c20-104",1021.15625,-287.84375,13896.46875
"Bleae Aescs CJ-I b23-117",-3182.875,26.5,12252.25
"Aucoks WC-M c23-4",656.15625,-411.875,2525.0625
"Bleia Dryiae XV-Z c28-5",-167,-752.9375,5326.9375
"Agnaiz PF-E d12-5065",-8898.5625,-791.75,23022.75
"Swoilz XH-J b1-3",1077.90625,-135,235.4375
"Col 359 Sector YO-J b40-0",-803.34375,375.9375,978.9375
"Preae Aewsy BX-I c23-33",-4568.78125,185.1875,8929
"Blu Thua MI-R b21-0",96,596.1875,1959.125
"Plio Euq PU-M b34-0",-5988.125,-8.875,-309.25
"Phoo Flaae QJ-I d9-184",-24195.71875,3.75,24075.1875
"Flyooe Hypue MU-V d3-19",-29.9375,-30.625,6997.125
"Dryio Flyuae PR-S c5-267",-8021.5625,-611.34375,18396.28125
"Bleia Dryiae IX-A d14-21",-188.03125,-724.4375,5284.65625
"Bleae Aescs GG-Y d777",-3675.21875,-12.9375,11820.8125
"Aucoks XC-M c23-1",702.375,-394.8125,2527.84375
"Blu Thua VU-N b23-0",128.9375,599.96875,1998.96875
"Swoilz AU-D c1-18",1076,-138,280.9375
"Flyae Drye QZ-D d13-9",-2730.375,-134.03125,127.59375
"Byua Euq DB-X b15-3",-351.59375,94.0625,5690.0625
"Wembaei IJ-G b43-5",-24333.0625,-287.5,24188.84375
"Gru Eoq OJ-T c6-2",5861.875,-65.78125,3062.8125
"Blu Thua OR-Y b41-0",259.53125,-19.1875,2398.6875
"Synuefue HJ-K b12-0",-1482.59375,-541.15625,-799.34375
"Pru Aim EC-D d12-3765",-3563.40625,-9.5625,11499.96875
"Slegeae ZT-Y d1-9",3763.0625,-277.65625,-3445.6875
"Col 173 Sector NH-U d3-12",1734.59375,-121.5625,-372.25
"Swoilz MG-C b5-3",1066.5625,-144.78125,325.46875
"Praea Euq LD-S c20-0",12.625,1042.0625,1124.25
"Greou Eop JO-O d7-3",13155.96875,-144.15625,3465.25
"Flyooe Hypue MU-V d3-154",-39.5625,-26,6998.03125
"Phylur IS-A b30-0",-2381.03125,520.15625,2140
"Prooe Drye TB-V b22-2",-2278,-96.3125,714.84375
"Wembaei VG-C b45-3",-24358.28125,-361.53125,24218.6875
"Aucoks XC-M c23-2",704.15625,-399.53125,2529.75
"Phylur VF-N d7-8",-2378.625,536.28125,2209.59375
"Gru Eoq SU-R c7-0",5939.59375,-62.6875,3099.0625
"Blaa Phrae AA-A h47",1356.46875,-2256.6875,14846.6875
"Prae Eaec YA-M c24-407",-3549.875,-38.96875,11529.4375
"Blu Thua PE-F b28-0",155.53125,618.78125,2097.5625
"Wembeou RV-Z b45-3",-24395.625,-433.84375,24242.375
"Plaa Aescs DZ-A b10",-2354.78125,77.4375,6619.3125
"Plaa Aescs GQ-Y c44",-2376,85.59375,6688.9375
"Byeia Eurk JT-Z d13-163",-2329.09375,64.5,6552.09375
"Byeia Eurk CH-E b53-13",-2300,59.6875,6484.40625
"Byeia Eurk CH-D d12-31",-2281.65625,59.78125,6413
"Byeia Eurk BQ-Q b46-3",-2265.40625,58.53125,6341.96875
"Plio Euq ND-K d8-5",-6147.0625,9.28125,-305.125
"Byeia Eurk NR-X b42-5",-2236.53125,60.53125,6274.5
"Byeia Eurk CZ-C b40-12",-2219.75,65.875,6202.84375
"Byeia Eurk NA-K b36-3",-2197.15625,72.65625,6133.5
"Byeia Eurk NI-K d8-129",-2181.875,69.75,6061.21875
"Byeia Eurk QU-U b30-6",-2144.53125,82.65625,5998.84375
"Phylur CN-Q b35-0",-2379.59375,561.625,2265.25
"Byeia Eurk QD-H b24-9",-2085.78125,75.25,5867.375
"Byeia Eurk BA-H c10-19",-2067.78125,74.90625,5796
"Byeia Eurk RM-T b17-6",-2038.3125,77.75,5728.96875
"Byeia Eurk VD-T d3-43",-2020.875,79.71875,5657.59375
"Byeia Eurk RV-F b11-0",-1990.4375,78.8125,5590.5
"Byeia Eurk JY-K b8-6",-1956.59375,70.78125,5525.28125
"Byeia Eurk YF-Q b5-1",-1934.90625,58.09375,5456.34375
"Byeia Eurk JH-X b1-3",-1915.625,67.8125,5385.96875
"Traikoa IT-X c28-5",-1893.21875,59,5316.625
"Traikoa GU-A b55-4",-1857.625,64.71875,5253
"Traikoa XW-F b52-16",-1829.15625,52,5187.4375
"Traikoa LJ-L b49-11",-1803.125,68.65625,5121.1875
"Traikoa JC-K c22-4",-1777.75,63.28125,5053.125
"Traikoa KS-X b42-1",-1767.3125,61.65625,4980.3125
"Traikoa VT-E b39-2",-1747.34375,66.8125,4911.5625
"Traikoa TI-K d8-100",-1726.375,57,4842.59375
"Eishoqs UH-J c10-1",-26989.3125,571.59375,17326.84375
"Traikoa XX-Q b32-1",-1707.3125,50.875,4771.78125
"Gria Hypue BF-I b42-18",965.59375,-294.5625,13930.9375
"Traikoa LK-W b29-4",-1678.71875,58.0625,4705.125
"Traikoa MW-N d6-103",-1656.9375,65.03125,4636.625
"Traikoa MT-I b23-6",-1622.8125,67.625,4571.6875
"Traikoa BB-O b20-2",-1592.75,60.75,4506
"Aucoks XC-M c23-3",729.15625,-387.6875,2520.3125
"Flyua Drye AU-A b20-3",-8217.28125,-63.90625,-638.78125
"Traikoa DZ-S d3-59",-1562.25,48.78125,4440.21875
"Traikoa EF-A b14-5",-1539.25,42.5,4371.3125
"Traikoa TM-F b11-1",-1520.40625,40.25,4300.40625
"Wembeou MT-L c23-3",-24436.875,-504.9375,24264.875
"Traikoa WM-W d1-196",-1497.1875,33.5,4230.59375
"Traikoa TV-R b4-6",-1476.78125,37.0625,4160.71875
"Byeia Thaa PI-V b57-5",-1429.0625,40.9375,4025.71875
"Traikoa JD-X b1-5",-1442.125,48.15625,4096.875
"Byeia Thaa MH-B c27-5",-1411.96875,61.1875,3957.21875
"Swoilz CF-V b8-6",1067.8125,-125.03125,412.375
"Byeia Thaa CE-N b48-3",-1372.25,60.625,3816.9375
"Byeia Thaa TC-K c22-15",-1356,76.1875,3747
"Dryio Flyuae HG-W d2-1659",-8076,-623.0625,18424.15625
"Smojue GS-E b39-2",-1296.6875,68.65625,3615.53125
"Smojue TO-L b35-0",-1268.0625,53.5625,3549.125
"Smojue UX-X b28-2",-1223.21875,41.09375,3413.25
"Smojue FC-M d7-17",-1252.46875,59.09375,3478.1875
"Smojue VU-G c10-16",-1126.125,26.4375,3218.09375
"Smojue ZM-I b23-3",-1153.65625,35.1875,3284.8125
"Smojue BR-U b16-2",-1114.375,22.90625,3146.25
"Gludgoae RY-S d3-114",12838.59375,53.78125,-4520.5625
"Smojue LM-W d1-93",-1081.8125,53.375,3008.375
"Smojue MR-M b7-0",-1062.84375,60.53125,2937.3125
"Riediae SA-C d14-1",21247.28125,-229.3125,-4978.40625
"Smojue CZ-R b4-2",-1022.375,63.21875,2877.15625
"Smojue EK-A c3",-997.65625,81.28125,2810.9375
"Bleae Thua HO-G c24-1",-904.71875,55.90625,2535.40625
"Bleae Thua ZS-X c28-1",-981.8125,71.4375,2740.8125
"Gru Eoq TU-R c7-2",6007.53125,-50.9375,3133.3125
"Bleae Thua ZB-K c22-19",-884.375,62.46875,2465.3125
"Gru Ploe PX-R a31-2",5393.5625,-34.5625,44071.75
"Aucopp XG-Z c2-1",-2318.53125,-322.28125,1620.5625
"Slegeae XS-X c3-1",3757.4375,-280.28125,-3431.9375
"Blaa Phrae RE-Q d5-12",1360.78125,-2245.3125,14834.25
"Blaa Phrae FM-M d7-11",1616.03125,-2333.8125,14992.53125
"Aucoks XC-M c23-4",698.90625,-389.78125,2516.625
"Bleae Thua ZM-G b38-2",-825.28125,69.34375,2332.9375
"Bleae Thua SY-Z c13-5",-757.03125,78.8125,2125.09375
"Bleae Thua EL-D b26-7",-726.59375,73.96875,2059.78125
"Bleae Thua IG-F c11-18",-701.96875,67.84375,1991.6875
"Bleae Thua PB-O c6-3",-647.96875,74.5625,1780.9375
"Bleae Thua OR-W d1-32",-633.9375,58.53125,1710.65625
"Bleae Thua WO-T b3-2",-580.5,40.625,1580.875
"Bleae Thua WD-T d3-42",-656.15625,75.6875,1853.84375
"Bleae Thua FU-P b19-5",-673.59375,69.65625,1924.71875
"Col 359 Sector MC-B b43-3",-387.71875,36.0625,1038.375
"Aucoks UH-M c23-5",673.0625,-384.25,2516.09375
"Aucoks UH-M c23-6",666,-347.46875,2528.625
"Plio Euq KL-J b36-0",-6224.28125,-0.6875,-284.375
"Bleia Eohn CK-Q b22-0",-263.3125,-594.75,1975.125
"Blaa Phrae QD-T e3-18",1584.40625,-2353.09375,15047.78125
"Dryio Flyuae SS-Q c6-87",-8131.9375,-633.53125,18451.4375
"Swoilz UY-E b3-2",181.65625,-219.65625,294.15625
"Swoilz ZP-S b9-0",239.09375,-219.65625,420.71875
"Swoilz VV-K d9-29",534.0625,-223.1875,1046.5
"Swoilz XI-S c20-10",572.6875,-214.78125,1104.09375
